Datum,Bundesland,Behandlungsgruppe,Anzahl_Meldebereiche,"Aktuelle_COVID_Faelle_ITS",Belegte_Intensivbetten,Freie_Intensivbetten,7_Tage_Notfallreserve,"Freie_IV_Kapazitaeten_Gesamt","Freie_IV_Kapazitaeten_Davon_COVID","Betriebssituation_Regulaerer_Betrieb","Betriebssituation_Teilweise_Eingeschraenkt","Betriebssituation_Eingeschraenkt","Betriebssituation_Keine_Angabe","faelle_covid_erstaufnahmen","Freie_IV_Kapazitaeten_Davon_Isolationspflichtige_Kinder","einschraenkung_beatmungsgeraet",einschraenkung_material,einschraenkung_personal,einschraenkung_raum
"2020-06-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1348,450,19624,10955,0,7927,NA,991,96,87,174,NA,NA,24,17,116,64
"2020-06-12T12:15:00+02:00",DEUTSCHLAND,KINDER,77,3,636,302,0,206,NA,53,8,5,11,NA,NA,0,1,11,3
"2020-06-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,441,19567,10930,0,7898,NA,984,98,89,178,NA,NA,22,16,122,67
"2020-06-13T12:15:00+02:00",DEUTSCHLAND,KINDER,79,1,637,310,0,206,NA,54,7,8,10,NA,NA,0,1,14,3
"2020-06-14T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,438,19182,11287,0,8155,NA,986,98,89,176,NA,NA,23,18,125,62
"2020-06-14T12:15:00+02:00",DEUTSCHLAND,KINDER,79,0,625,322,0,214,NA,55,7,7,10,NA,NA,0,1,13,3
"2020-06-15T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1348,434,19268,11307,0,8156,NA,996,97,83,172,NA,NA,22,18,118,59
"2020-06-15T12:15:00+02:00",DEUTSCHLAND,KINDER,79,0,606,341,0,225,NA,57,7,7,8,NA,NA,0,1,13,3
"2020-06-16T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1348,421,19987,10622,0,7710,NA,1005,93,80,170,NA,NA,18,16,118,53
"2020-06-16T12:15:00+02:00",DEUTSCHLAND,KINDER,79,1,602,343,0,225,NA,60,6,6,7,NA,NA,0,1,11,3
"2020-06-17T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1348,407,20269,10357,0,7550,NA,999,93,82,174,NA,NA,19,17,117,58
"2020-06-17T12:15:00+02:00",DEUTSCHLAND,KINDER,79,2,634,311,0,204,NA,58,8,6,7,NA,NA,0,1,12,4
"2020-06-18T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,394,20397,10330,0,7561,NA,1000,91,82,176,NA,NA,21,16,115,56
"2020-06-18T12:15:00+02:00",DEUTSCHLAND,KINDER,79,4,641,304,0,197,NA,56,8,7,8,NA,NA,0,1,12,6
"2020-06-19T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,374,20490,10227,0,7490,NA,1006,89,87,167,NA,NA,22,16,119,56
"2020-06-19T12:15:00+02:00",DEUTSCHLAND,KINDER,79,3,637,304,0,199,NA,56,9,6,8,NA,NA,0,1,12,5
"2020-06-20T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1351,359,20176,10476,0,7579,NA,1007,87,89,168,NA,NA,19,17,121,57
"2020-06-20T12:15:00+02:00",DEUTSCHLAND,KINDER,80,3,643,309,0,202,NA,56,9,6,9,NA,NA,0,1,12,5
"2020-06-21T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1351,350,19608,11033,0,7947,NA,1002,86,88,175,NA,NA,20,17,117,59
"2020-06-21T12:15:00+02:00",DEUTSCHLAND,KINDER,80,3,628,327,0,217,NA,55,9,6,10,NA,NA,0,1,12,5
"2020-06-22T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1354,363,19626,11199,0,8068,NA,1016,88,80,170,NA,NA,18,16,112,58
"2020-06-22T12:15:00+02:00",DEUTSCHLAND,KINDER,80,5,628,327,0,219,NA,56,8,7,9,NA,NA,0,1,13,4
"2020-06-23T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1355,358,20248,10567,0,7696,NA,1007,93,82,173,NA,NA,21,16,112,64
"2020-06-23T12:15:00+02:00",DEUTSCHLAND,KINDER,80,4,637,322,0,213,NA,56,10,6,8,NA,NA,0,1,13,5
"2020-06-24T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1355,353,20330,10547,0,7696,NA,1014,90,78,173,NA,NA,21,15,110,62
"2020-06-24T12:15:00+02:00",DEUTSCHLAND,KINDER,80,3,648,315,0,212,NA,54,9,7,10,NA,NA,0,1,14,6
"2020-06-25T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1353,358,20326,10503,0,7715,NA,1022,92,76,163,NA,NA,20,15,110,62
"2020-06-25T12:15:00+02:00",DEUTSCHLAND,KINDER,81,3,650,316,0,216,NA,55,10,7,9,NA,NA,0,1,15,5
"2020-06-26T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1353,359,20472,10292,0,7548,NA,1011,94,78,170,NA,NA,19,15,115,61
"2020-06-26T12:15:00+02:00",DEUTSCHLAND,KINDER,80,4,632,320,0,220,NA,54,11,6,9,NA,NA,0,1,14,4
"2020-06-27T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1354,343,20264,10494,0,7593,NA,1010,79,84,181,NA,NA,18,15,114,55
"2020-06-27T12:15:00+02:00",DEUTSCHLAND,KINDER,80,2,644,312,0,213,NA,56,8,6,10,NA,NA,0,1,12,6
"2020-06-28T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1354,335,19761,10972,0,7884,NA,1009,84,78,183,NA,NA,16,15,116,49
"2020-06-28T12:15:00+02:00",DEUTSCHLAND,KINDER,80,3,645,311,0,205,NA,56,9,5,10,NA,NA,0,1,12,5
"2020-06-29T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1354,329,19702,11109,0,8014,NA,1020,81,72,181,NA,NA,18,14,109,47
"2020-06-29T12:15:00+02:00",DEUTSCHLAND,KINDER,81,3,645,321,0,219,NA,56,9,6,10,NA,NA,0,1,13,4
"2020-06-30T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1354,333,20275,10586,0,7695,NA,1018,85,76,175,NA,NA,18,15,110,55
"2020-06-30T12:15:00+02:00",DEUTSCHLAND,KINDER,81,1,645,322,0,225,NA,57,9,5,10,NA,NA,0,1,12,4
"2020-07-01T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1353,324,20659,10283,0,7537,NA,1018,83,75,177,NA,NA,18,14,109,49
"2020-07-01T12:15:00+02:00",DEUTSCHLAND,KINDER,81,3,653,328,0,227,NA,56,9,6,10,NA,NA,0,1,11,4
"2020-07-02T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1353,325,20756,10175,0,7450,NA,1014,91,77,171,NA,NA,17,14,118,54
"2020-07-02T12:15:00+02:00",DEUTSCHLAND,KINDER,82,1,658,332,0,228,NA,57,9,6,10,NA,NA,0,1,12,4
"2020-07-03T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1350,314,20540,10102,0,7418,NA,998,86,81,185,NA,NA,16,13,116,54
"2020-07-03T12:15:00+02:00",DEUTSCHLAND,KINDER,82,5,640,350,0,243,NA,57,9,6,10,NA,NA,0,1,13,4
"2020-07-04T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,320,20176,10580,0,7741,NA,990,85,87,187,NA,NA,18,13,123,53
"2020-07-04T12:15:00+02:00",DEUTSCHLAND,KINDER,82,3,626,347,0,236,NA,56,8,7,11,NA,NA,0,1,13,4
"2020-07-05T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,299,19621,11074,0,8042,NA,987,81,82,199,NA,NA,19,13,114,54
"2020-07-05T12:15:00+02:00",DEUTSCHLAND,KINDER,82,2,630,349,0,248,NA,57,5,9,11,NA,NA,1,1,11,4
"2020-07-06T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,305,19666,11136,0,8119,NA,1011,76,76,186,NA,NA,16,13,111,45
"2020-07-06T12:15:00+02:00",DEUTSCHLAND,KINDER,84,7,673,347,0,249,NA,61,5,7,11,NA,NA,1,1,10,4
"2020-07-07T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,292,20214,10674,0,7880,NA,1004,81,78,186,NA,NA,16,13,115,52
"2020-07-07T12:15:00+02:00",DEUTSCHLAND,KINDER,84,5,674,343,0,239,NA,62,6,7,9,NA,NA,1,1,10,4
"2020-07-08T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1350,287,20433,10452,0,7754,NA,1018,78,75,179,NA,NA,15,12,112,46
"2020-07-08T12:15:00+02:00",DEUTSCHLAND,KINDER,85,4,678,332,0,238,NA,62,6,8,9,NA,NA,1,1,11,4
"2020-07-09T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,272,20498,10344,0,7683,NA,1004,82,81,182,NA,NA,16,12,116,52
"2020-07-09T12:15:00+02:00",DEUTSCHLAND,KINDER,83,6,653,327,0,230,NA,61,7,7,8,NA,NA,1,1,12,4
"2020-07-10T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1348,276,20591,10232,0,7547,NA,994,86,84,184,NA,NA,17,12,122,50
"2020-07-10T12:15:00+02:00",DEUTSCHLAND,KINDER,82,3,640,328,0,229,NA,60,6,8,8,NA,NA,1,1,12,3
"2020-07-11T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,253,20324,10456,0,7712,NA,999,80,87,183,NA,NA,16,12,124,44
"2020-07-11T12:15:00+02:00",DEUTSCHLAND,KINDER,83,1,652,331,0,229,NA,59,7,8,9,NA,NA,1,1,12,4
"2020-07-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1348,254,19717,10905,0,8019,NA,993,86,90,179,NA,NA,17,13,131,42
"2020-07-12T12:15:00+02:00",DEUTSCHLAND,KINDER,83,1,641,336,0,229,NA,58,8,8,9,NA,NA,1,1,12,5
"2020-07-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,263,19586,11112,0,8154,NA,1010,76,84,179,NA,NA,17,12,120,43
"2020-07-13T12:15:00+02:00",DEUTSCHLAND,KINDER,82,1,622,347,0,236,NA,56,9,8,9,NA,NA,1,1,14,5
"2020-07-14T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,256,20305,10458,0,7804,NA,1001,82,88,178,NA,NA,17,11,120,52
"2020-07-14T12:15:00+02:00",DEUTSCHLAND,KINDER,81,5,646,322,0,223,NA,58,6,8,9,NA,NA,1,1,10,6
"2020-07-15T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1350,246,20694,10095,0,7557,NA,996,87,90,177,NA,NA,17,12,120,57
"2020-07-15T12:15:00+02:00",DEUTSCHLAND,KINDER,83,1,669,335,0,227,NA,58,6,8,11,NA,NA,1,1,10,5
"2020-07-16T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1352,251,20734,10087,0,7506,NA,992,86,91,183,NA,NA,17,11,118,59
"2020-07-16T12:15:00+02:00",DEUTSCHLAND,KINDER,83,3,673,331,0,222,NA,58,6,9,10,NA,NA,1,1,11,5
"2020-07-17T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1352,246,20792,10089,0,7504,NA,988,89,92,183,NA,NA,17,11,121,60
"2020-07-17T12:15:00+02:00",DEUTSCHLAND,KINDER,84,2,663,337,0,227,NA,56,10,7,11,NA,NA,0,1,14,3
"2020-07-18T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1350,246,20403,10352,0,7663,NA,972,91,94,193,NA,NA,16,12,126,62
"2020-07-18T12:15:00+02:00",DEUTSCHLAND,KINDER,84,0,652,344,0,233,NA,57,9,8,10,NA,NA,0,1,13,3
"2020-07-19T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1350,249,19924,10771,0,7970,NA,979,96,88,187,NA,NA,16,12,124,64
"2020-07-19T12:15:00+02:00",DEUTSCHLAND,KINDER,84,4,623,359,0,239,NA,57,9,6,12,NA,NA,0,1,11,3
"2020-07-20T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1353,245,20065,10809,0,8006,NA,1008,83,82,180,NA,NA,17,11,116,53
"2020-07-20T12:15:00+02:00",DEUTSCHLAND,KINDER,86,1,638,360,0,240,NA,60,9,5,12,NA,NA,0,1,11,2
"2020-07-21T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,251,20399,10421,0,7835,NA,1001,84,88,176,NA,NA,17,12,117,54
"2020-07-21T12:15:00+02:00",DEUTSCHLAND,KINDER,100,2,724,402,0,282,NA,68,9,7,16,NA,NA,0,1,13,2
"2020-07-22T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1343,248,20541,10188,0,7663,NA,997,80,86,180,NA,NA,15,12,121,45
"2020-07-22T12:15:00+02:00",DEUTSCHLAND,KINDER,133,1,869,492,0,343,NA,91,10,11,21,NA,NA,0,1,17,3
"2020-07-23T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,234,20454,10202,0,7622,NA,984,84,91,177,NA,NA,11,12,123,53
"2020-07-23T12:15:00+02:00",DEUTSCHLAND,KINDER,165,4,1005,600,0,420,NA,116,9,12,28,NA,NA,0,1,17,3
"2020-07-24T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,235,20502,10066,0,7502,NA,983,86,92,173,NA,NA,14,13,125,53
"2020-07-24T12:15:00+02:00",DEUTSCHLAND,KINDER,184,1,1088,610,0,431,NA,132,13,12,27,NA,NA,0,1,22,5
"2020-07-25T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,247,20210,10232,0,7644,NA,982,80,93,177,NA,NA,12,10,131,47
"2020-07-25T12:15:00+02:00",DEUTSCHLAND,KINDER,193,1,1105,647,0,465,NA,134,14,16,29,NA,NA,1,1,25,7
"2020-07-26T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,265,19721,10694,0,7959,NA,983,87,88,174,NA,NA,12,9,134,45
"2020-07-26T12:15:00+02:00",DEUTSCHLAND,KINDER,195,2,1106,665,0,483,NA,135,14,15,31,NA,NA,1,1,24,7
"2020-07-27T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,257,19608,10807,0,8111,NA,994,84,84,171,NA,NA,12,11,127,45
"2020-07-27T12:15:00+02:00",DEUTSCHLAND,KINDER,198,1,1121,707,0,487,NA,136,14,18,30,NA,NA,1,1,25,9
"2020-07-28T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,253,20179,10283,0,7741,NA,987,83,88,172,NA,NA,11,10,125,50
"2020-07-28T12:15:00+02:00",DEUTSCHLAND,KINDER,206,2,1195,698,0,487,NA,142,15,16,33,NA,NA,1,1,24,10
"2020-07-29T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,255,20303,10076,0,7655,NA,995,81,88,167,NA,NA,13,12,124,51
"2020-07-29T12:15:00+02:00",DEUTSCHLAND,KINDER,233,2,1380,757,0,528,NA,161,16,17,39,NA,NA,1,1,26,10
"2020-07-30T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,260,20081,10186,0,7661,NA,987,83,95,165,NA,NA,12,12,129,52
"2020-07-30T12:15:00+02:00",DEUTSCHLAND,KINDER,254,2,1474,829,0,579,NA,174,19,18,43,NA,NA,1,1,31,11
"2020-07-31T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,259,20120,10103,0,7571,NA,981,81,103,166,NA,NA,13,12,136,52
"2020-07-31T12:15:00+02:00",DEUTSCHLAND,KINDER,260,2,1449,875,0,595,NA,175,17,21,47,NA,NA,1,1,31,12
"2020-08-01T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,255,19824,10270,0,7622,NA,967,84,110,172,NA,NA,11,13,144,52
"2020-08-01T12:15:00+02:00",DEUTSCHLAND,KINDER,270,2,1496,908,0,612,NA,186,18,18,48,NA,NA,1,1,29,11
"2020-08-02T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,267,19344,10711,0,7932,NA,953,89,112,178,NA,NA,11,12,149,56
"2020-08-02T12:15:00+02:00",DEUTSCHLAND,KINDER,270,2,1494,903,0,604,NA,188,18,15,49,NA,NA,1,1,26,12
"2020-08-03T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,263,19318,10811,0,8002,NA,985,84,98,166,NA,NA,13,13,133,52
"2020-08-03T12:15:00+02:00",DEUTSCHLAND,KINDER,272,4,1523,891,0,613,NA,188,20,17,47,NA,NA,0,1,29,12
"2020-08-04T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,258,19800,8630,11762,8489,NA,947,90,104,194,NA,NA,14,13,144,56
"2020-08-04T12:15:00+02:00",DEUTSCHLAND,KINDER,276,2,1583,907,548,791,NA,191,24,12,49,NA,NA,2,1,27,16
"2020-08-05T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,238,20057,8230,12206,8720,NA,968,88,101,179,NA,NA,14,13,142,56
"2020-08-05T12:15:00+02:00",DEUTSCHLAND,KINDER,278,2,1575,919,536,816,NA,188,25,13,52,NA,NA,3,1,29,17
"2020-08-06T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,236,19982,8189,12182,8495,NA,959,95,95,186,NA,NA,13,12,151,53
"2020-08-06T12:15:00+02:00",DEUTSCHLAND,KINDER,286,1,1632,925,512,829,NA,195,27,10,54,NA,NA,2,1,30,16
"2020-08-07T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,226,20015,8132,12129,8433,NA,952,103,99,180,NA,NA,16,12,159,55
"2020-08-07T12:15:00+02:00",DEUTSCHLAND,KINDER,286,1,1633,910,504,819,NA,197,25,10,54,NA,NA,2,1,29,14
"2020-08-08T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,228,19760,8265,12141,8515,NA,968,97,102,168,NA,NA,15,10,157,54
"2020-08-08T12:15:00+02:00",DEUTSCHLAND,KINDER,291,1,1620,924,520,838,NA,204,21,12,54,NA,NA,2,1,28,13
"2020-08-09T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,234,19324,8678,12137,8702,NA,956,100,106,173,NA,NA,16,10,163,58
"2020-08-09T12:15:00+02:00",DEUTSCHLAND,KINDER,291,0,1629,912,498,818,NA,199,26,13,53,NA,NA,2,1,32,12
"2020-08-10T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1326,227,19354,8610,12124,8532,NA,961,97,101,167,NA,NA,16,9,149,59
"2020-08-10T12:15:00+02:00",DEUTSCHLAND,KINDER,285,1,1600,888,489,792,NA,204,22,12,47,NA,NA,2,1,27,10
"2020-08-11T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1326,230,19988,7959,12150,8326,NA,969,99,93,165,NA,NA,16,9,143,56
"2020-08-11T12:15:00+02:00",DEUTSCHLAND,KINDER,287,1,1610,902,493,821,NA,208,17,14,48,NA,NA,2,1,26,11
"2020-08-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1325,220,20110,7849,12087,8211,NA,963,100,94,168,NA,NA,15,9,145,64
"2020-08-12T12:15:00+02:00",DEUTSCHLAND,KINDER,295,1,1675,921,526,842,NA,211,22,12,50,NA,NA,2,1,28,13
"2020-08-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1326,223,20186,7662,12135,8178,NA,954,103,101,168,NA,NA,18,9,151,68
"2020-08-13T12:15:00+02:00",DEUTSCHLAND,KINDER,299,1,1679,939,516,830,NA,213,26,13,47,NA,NA,2,1,32,15
"2020-08-14T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,230,20269,7619,12027,8084,NA,957,104,104,165,NA,NA,17,10,159,65
"2020-08-14T12:15:00+02:00",DEUTSCHLAND,KINDER,303,0,1719,921,538,832,NA,221,23,12,47,NA,NA,2,1,31,11
"2020-08-15T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,228,19932,7844,12069,8160,NA,942,109,105,174,NA,NA,19,11,163,66
"2020-08-15T12:15:00+02:00",DEUTSCHLAND,KINDER,307,0,1743,913,558,842,NA,224,25,12,46,NA,NA,1,1,32,13
"2020-08-16T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,224,19436,8319,12051,8317,NA,944,100,111,176,NA,NA,15,11,165,55
"2020-08-16T12:15:00+02:00",DEUTSCHLAND,KINDER,307,1,1754,901,532,840,NA,227,22,16,42,NA,NA,2,1,33,13
"2020-08-17T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,226,19431,8408,12014,8347,NA,965,92,103,173,NA,NA,13,11,146,55
"2020-08-17T12:15:00+02:00",DEUTSCHLAND,KINDER,310,1,1790,887,535,849,NA,229,15,20,46,NA,NA,3,1,31,13
"2020-08-18T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,219,19955,7968,12003,8225,NA,965,100,98,171,NA,NA,14,10,147,60
"2020-08-18T12:15:00+02:00",DEUTSCHLAND,KINDER,311,1,1786,896,534,863,NA,229,19,18,45,NA,NA,3,1,30,9
"2020-08-19T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,226,20088,7850,11971,8162,NA,962,96,105,171,NA,NA,14,10,151,65
"2020-08-19T12:15:00+02:00",DEUTSCHLAND,KINDER,314,1,1807,886,535,864,NA,232,19,18,45,NA,NA,4,1,31,14
"2020-08-20T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,229,20226,7793,11985,8073,NA,958,104,103,170,NA,NA,13,11,154,66
"2020-08-20T12:15:00+02:00",DEUTSCHLAND,KINDER,316,1,1826,875,560,841,NA,231,19,19,47,NA,NA,5,1,33,16
"2020-08-21T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,235,20245,7762,12047,8028,NA,956,106,108,166,NA,NA,12,11,163,70
"2020-08-21T12:15:00+02:00",DEUTSCHLAND,KINDER,318,2,1809,897,543,861,NA,230,22,18,48,NA,NA,4,1,33,16
"2020-08-22T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,230,19795,8060,12005,8188,NA,956,108,106,166,NA,NA,14,11,165,69
"2020-08-22T12:15:00+02:00",DEUTSCHLAND,KINDER,318,2,1808,894,542,838,NA,232,18,20,48,NA,NA,3,1,33,15
"2020-08-23T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,242,19330,8481,12017,8397,NA,944,108,109,175,NA,NA,14,12,165,69
"2020-08-23T12:15:00+02:00",DEUTSCHLAND,KINDER,318,3,1766,938,535,859,NA,231,18,19,50,NA,NA,3,1,32,15
"2020-08-24T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,243,19192,8714,12025,8499,NA,955,95,108,176,NA,NA,14,11,156,57
"2020-08-24T12:15:00+02:00",DEUTSCHLAND,KINDER,316,2,1743,940,525,880,NA,229,17,20,50,NA,NA,4,1,31,16
"2020-08-25T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,223,19821,8184,11915,8438,NA,954,97,108,175,NA,NA,13,11,151,62
"2020-08-25T12:15:00+02:00",DEUTSCHLAND,KINDER,317,2,1795,902,497,872,NA,227,20,18,52,NA,NA,3,1,32,15
"2020-08-26T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,225,20020,8005,11905,8351,NA,954,90,115,175,NA,NA,15,11,150,62
"2020-08-26T12:15:00+02:00",DEUTSCHLAND,KINDER,315,2,1769,912,487,850,NA,221,20,19,55,NA,NA,3,1,34,16
"2020-08-27T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,238,19903,8095,11889,8371,NA,961,97,106,169,NA,NA,15,11,148,58
"2020-08-27T12:15:00+02:00",DEUTSCHLAND,KINDER,317,2,1774,917,490,859,NA,224,25,18,50,NA,NA,2,1,34,19
"2020-08-28T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,234,19915,8005,11884,8287,NA,957,97,105,171,NA,NA,13,11,155,60
"2020-08-28T12:15:00+02:00",DEUTSCHLAND,KINDER,318,2,1740,961,498,872,NA,226,20,22,50,NA,NA,3,2,34,16
"2020-08-29T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,239,19830,7999,11893,8269,NA,946,98,110,177,NA,NA,16,10,156,63
"2020-08-29T12:15:00+02:00",DEUTSCHLAND,KINDER,316,2,1693,973,465,872,NA,223,21,23,49,NA,NA,3,2,35,16
"2020-08-30T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,243,19325,8449,11905,8430,NA,958,96,109,167,NA,NA,13,10,153,63
"2020-08-30T12:15:00+02:00",DEUTSCHLAND,KINDER,316,1,1684,982,464,872,NA,224,20,22,50,NA,NA,3,3,34,15
"2020-08-31T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1329,244,19284,8572,11891,8452,NA,963,101,102,163,NA,NA,16,10,154,60
"2020-08-31T12:15:00+02:00",DEUTSCHLAND,KINDER,319,1,1717,1000,489,881,NA,232,22,15,50,NA,NA,3,3,32,14
"2020-09-01T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,233,19880,8072,11845,8372,NA,969,97,102,162,NA,NA,16,10,148,62
"2020-09-01T12:15:00+02:00",DEUTSCHLAND,KINDER,320,1,1753,963,490,881,NA,232,23,16,49,NA,NA,3,3,34,14
"2020-09-02T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,226,20014,7968,11868,8274,NA,981,95,97,160,NA,NA,14,10,141,59
"2020-09-02T12:15:00+02:00",DEUTSCHLAND,KINDER,322,1,1768,968,497,875,NA,227,24,18,53,NA,NA,4,1,35,17
"2020-09-03T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,221,20026,7947,11854,8243,NA,980,99,98,156,NA,NA,16,10,143,62
"2020-09-03T12:15:00+02:00",DEUTSCHLAND,KINDER,322,1,1764,970,488,890,NA,230,22,19,51,NA,NA,4,2,34,19
"2020-09-04T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,223,19972,7976,11845,8244,NA,973,103,102,156,NA,NA,14,9,146,71
"2020-09-04T12:15:00+02:00",DEUTSCHLAND,KINDER,321,1,1740,974,491,880,NA,232,22,18,49,NA,NA,5,2,32,17
"2020-09-05T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,220,19814,7990,11980,8222,NA,978,99,104,153,NA,NA,14,8,150,64
"2020-09-05T12:15:00+02:00",DEUTSCHLAND,KINDER,321,2,1749,966,492,896,NA,235,19,16,51,NA,NA,5,1,32,12
"2020-09-06T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,216,19252,8521,12000,8451,NA,985,95,105,149,NA,NA,13,8,149,61
"2020-09-06T12:15:00+02:00",DEUTSCHLAND,KINDER,321,2,1736,984,487,911,NA,231,22,16,52,NA,NA,6,1,33,13
"2020-09-07T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,227,19336,8510,11827,8488,NA,985,93,102,152,NA,NA,13,8,144,59
"2020-09-07T12:15:00+02:00",DEUTSCHLAND,KINDER,320,1,1717,997,457,908,NA,230,19,18,53,NA,NA,7,1,33,10
"2020-09-08T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,229,20001,7890,11836,8140,NA,979,91,106,155,NA,NA,11,8,142,60
"2020-09-08T12:15:00+02:00",DEUTSCHLAND,KINDER,320,1,1729,989,451,874,NA,228,20,18,54,NA,NA,5,2,33,11
"2020-09-09T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,225,20108,7787,11823,8130,NA,965,98,108,159,NA,NA,13,8,146,68
"2020-09-09T12:15:00+02:00",DEUTSCHLAND,KINDER,319,2,1733,986,445,855,NA,236,18,13,52,NA,NA,4,2,26,10
