Datum,Bundesland,Behandlungsgruppe,Anzahl_Meldebereiche,"Aktuelle_COVID_Faelle_ITS",Belegte_Intensivbetten,Freie_Intensivbetten,7_Tage_Notfallreserve,"Freie_IV_Kapazitaeten_Gesamt","Freie_IV_Kapazitaeten_Davon_COVID","Betriebssituation_Regulaerer_Betrieb","Betriebssituation_Teilweise_Eingeschraenkt","Betriebssituation_Eingeschraenkt","Betriebssituation_Keine_Angabe","faelle_covid_erstaufnahmen","Freie_IV_Kapazitaeten_Davon_Isolationspflichtige_Kinder","einschraenkung_beatmungsgeraet",einschraenkung_material,einschraenkung_personal,einschraenkung_raum
"2020-09-10T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,230,20259,7709,11828,8062,NA,951,107,114,161,NA,NA,16,9,154,73
"2020-09-10T12:15:00+02:00",DEUTSCHLAND,KINDER,319,3,1758,961,448,858,NA,230,21,16,52,NA,NA,3,2,34,12
"2020-09-11T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,218,20340,7603,11830,7969,NA,949,109,117,159,NA,NA,15,10,160,77
"2020-09-11T12:15:00+02:00",DEUTSCHLAND,KINDER,319,2,1739,974,469,881,NA,235,15,16,53,NA,NA,4,1,27,13
"2020-09-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,231,19980,7830,11878,7976,NA,943,108,117,164,NA,NA,16,10,169,71
"2020-09-12T12:15:00+02:00",DEUTSCHLAND,KINDER,321,2,1724,993,467,900,NA,233,18,14,56,NA,NA,4,1,25,13
"2020-09-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,234,19497,8280,11830,8133,NA,950,105,118,159,NA,NA,15,10,173,67
"2020-09-13T12:15:00+02:00",DEUTSCHLAND,KINDER,321,2,1731,989,475,900,NA,232,20,13,56,NA,NA,3,1,28,12
"2020-09-14T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,233,19373,8494,11797,8312,NA,961,102,113,155,NA,NA,15,10,157,65
"2020-09-14T12:15:00+02:00",DEUTSCHLAND,KINDER,321,4,1703,1006,459,912,NA,230,22,14,55,NA,NA,5,1,30,13
"2020-09-15T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,232,20085,7812,11825,8091,NA,955,101,114,162,NA,NA,15,10,152,70
"2020-09-15T12:15:00+02:00",DEUTSCHLAND,KINDER,321,4,1713,991,461,907,NA,224,21,17,59,NA,NA,6,1,34,15
"2020-09-16T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,228,20363,7627,11820,7974,NA,958,106,109,159,NA,NA,16,10,153,74
"2020-09-16T12:15:00+02:00",DEUTSCHLAND,KINDER,323,5,1740,985,486,901,NA,227,26,15,55,NA,NA,6,1,37,17
"2020-09-17T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,234,20491,7525,11769,7900,NA,955,108,117,156,NA,NA,14,9,154,81
"2020-09-17T12:15:00+02:00",DEUTSCHLAND,KINDER,323,4,1782,942,485,889,NA,231,25,16,51,NA,NA,4,1,37,19
"2020-09-18T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,243,20302,7633,11791,7919,NA,944,116,117,159,NA,NA,13,9,165,83
"2020-09-18T12:15:00+02:00",DEUTSCHLAND,KINDER,323,3,1760,967,482,867,NA,226,25,17,55,NA,NA,5,1,37,18
"2020-09-19T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,253,19860,7956,11811,8006,NA,953,105,119,159,NA,NA,13,9,164,72
"2020-09-19T12:15:00+02:00",DEUTSCHLAND,KINDER,323,4,1736,983,488,863,NA,227,25,16,55,NA,NA,4,1,37,16
"2020-09-20T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,265,19430,8348,11832,8209,NA,956,105,117,158,NA,NA,14,8,163,74
"2020-09-20T12:15:00+02:00",DEUTSCHLAND,KINDER,323,3,1728,992,497,865,NA,227,23,19,54,NA,NA,4,1,38,15
"2020-09-21T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,265,19384,8478,11805,8373,NA,970,101,118,146,NA,NA,12,8,158,75
"2020-09-21T12:15:00+02:00",DEUTSCHLAND,KINDER,323,2,1733,981,499,867,NA,224,23,19,57,NA,NA,4,1,38,18
"2020-09-22T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,274,19981,7902,11744,8128,NA,955,101,127,150,NA,NA,13,8,159,83
"2020-09-22T12:15:00+02:00",DEUTSCHLAND,KINDER,323,4,1749,946,507,860,NA,225,25,21,52,NA,NA,6,1,41,23
"2020-09-23T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,289,20116,7742,11763,8027,NA,950,104,124,156,NA,NA,13,8,157,84
"2020-09-23T12:15:00+02:00",DEUTSCHLAND,KINDER,322,4,1742,951,506,863,NA,227,23,20,52,NA,NA,5,1,37,20
"2020-09-24T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,291,20110,7739,11743,8035,NA,959,98,121,155,NA,NA,12,8,154,76
"2020-09-24T12:15:00+02:00",DEUTSCHLAND,KINDER,323,5,1783,916,501,840,NA,228,23,20,52,NA,NA,4,1,36,20
"2020-09-25T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,297,20183,7659,11780,7912,NA,953,109,120,153,NA,NA,12,8,163,77
"2020-09-25T12:15:00+02:00",DEUTSCHLAND,KINDER,323,4,1780,912,490,842,NA,228,21,24,50,NA,NA,4,1,36,21
"2020-09-26T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,309,19946,7770,11751,7981,NA,943,114,121,156,NA,NA,12,8,165,80
"2020-09-26T12:15:00+02:00",DEUTSCHLAND,KINDER,329,3,1776,961,497,862,NA,227,26,24,52,NA,NA,4,1,41,23
"2020-09-27T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,324,19337,8339,11738,8227,NA,945,114,121,154,NA,NA,13,8,168,76
"2020-09-27T12:15:00+02:00",DEUTSCHLAND,KINDER,329,1,1740,994,484,868,NA,224,27,26,52,NA,NA,3,1,44,21
"2020-09-28T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,352,19326,8531,11661,8439,NA,963,106,113,153,NA,NA,12,7,151,74
"2020-09-28T12:15:00+02:00",DEUTSCHLAND,KINDER,329,1,1734,998,489,887,NA,224,32,19,54,NA,NA,5,1,43,20
"2020-09-29T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,351,20041,7922,11618,8234,NA,964,100,121,151,NA,NA,10,7,153,81
"2020-09-29T12:15:00+02:00",DEUTSCHLAND,KINDER,329,1,1767,970,486,887,NA,221,36,19,53,NA,NA,4,1,46,20
"2020-09-30T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,354,20202,7720,11712,8029,NA,962,100,128,146,NA,NA,13,7,154,81
"2020-09-30T12:15:00+02:00",DEUTSCHLAND,KINDER,329,1,1748,981,500,880,NA,229,28,21,51,NA,NA,4,1,42,21
"2020-10-01T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,360,20057,7705,11689,8101,NA,961,105,125,144,NA,NA,11,7,155,75
"2020-10-01T12:15:00+02:00",DEUTSCHLAND,KINDER,332,2,1754,997,495,919,NA,228,30,19,55,NA,NA,4,1,42,22
"2020-10-02T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,370,20019,7680,11678,8052,NA,950,110,125,150,NA,NA,13,7,160,80
"2020-10-02T12:15:00+02:00",DEUTSCHLAND,KINDER,332,3,1760,995,485,910,NA,230,31,19,52,NA,NA,3,1,43,19
"2020-10-03T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,401,19743,7808,11733,8080,NA,938,116,126,154,NA,NA,16,7,164,83
"2020-10-03T12:15:00+02:00",DEUTSCHLAND,KINDER,332,2,1756,997,486,880,NA,231,28,21,52,NA,NA,4,1,40,22
"2020-10-04T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,422,19235,8252,11728,8258,NA,940,115,125,153,NA,NA,16,7,167,76
"2020-10-04T12:15:00+02:00",DEUTSCHLAND,KINDER,332,2,1730,1027,483,892,NA,231,30,19,52,NA,NA,4,1,41,21
"2020-10-05T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,444,19141,8424,11694,8343,NA,952,114,119,148,NA,NA,13,7,155,85
"2020-10-05T12:15:00+02:00",DEUTSCHLAND,KINDER,332,2,1749,1011,470,897,NA,231,28,20,53,NA,NA,4,1,42,21
"2020-10-06T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,448,19732,7858,11667,8118,NA,937,118,123,155,NA,NA,14,7,165,87
"2020-10-06T12:15:00+02:00",DEUTSCHLAND,KINDER,330,1,1747,989,448,875,NA,223,34,19,54,NA,NA,5,1,44,21
"2020-10-07T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,470,20060,7485,11685,7965,NA,937,112,126,156,NA,NA,13,6,166,80
"2020-10-07T12:15:00+02:00",DEUTSCHLAND,KINDER,330,0,1750,988,455,873,NA,223,30,21,56,NA,NA,5,1,44,22
"2020-10-08T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,487,20028,7485,11744,7900,NA,942,119,124,145,NA,NA,15,6,163,87
"2020-10-08T12:15:00+02:00",DEUTSCHLAND,KINDER,329,0,1740,988,453,865,NA,227,25,21,56,NA,NA,4,1,37,21
"2020-10-09T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,510,19973,7541,11747,7918,NA,926,127,129,149,NA,NA,15,6,176,90
"2020-10-09T12:15:00+02:00",DEUTSCHLAND,KINDER,329,0,1755,972,456,863,NA,230,19,22,58,NA,NA,4,1,34,19
"2020-10-10T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,531,19679,7819,11722,7995,NA,926,115,135,157,NA,NA,15,7,186,77
"2020-10-10T12:15:00+02:00",DEUTSCHLAND,KINDER,331,0,1771,980,478,873,NA,229,24,21,57,NA,NA,4,1,40,20
"2020-10-11T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,545,19134,8301,11732,8268,NA,919,116,139,159,NA,NA,13,7,184,79
"2020-10-11T12:15:00+02:00",DEUTSCHLAND,KINDER,331,0,1741,1010,476,889,NA,231,21,22,57,NA,NA,4,1,36,21
"2020-10-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,589,19164,8295,11752,8338,NA,935,117,123,155,NA,NA,13,7,168,78
"2020-10-12T12:15:00+02:00",DEUTSCHLAND,KINDER,332,1,1733,1033,475,904,NA,236,19,18,59,NA,NA,3,1,33,15
"2020-10-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,617,19577,7922,11746,8030,NA,952,118,114,147,NA,NA,13,7,164,74
"2020-10-13T12:15:00+02:00",DEUTSCHLAND,KINDER,332,1,1743,1017,479,897,NA,230,25,16,61,NA,NA,4,3,37,19
"2020-10-14T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,601,19736,7695,11848,7902,NA,939,130,113,148,NA,NA,13,7,175,82
"2020-10-14T12:15:00+02:00",DEUTSCHLAND,KINDER,332,1,1752,1008,478,903,NA,229,29,17,57,NA,NA,5,3,42,19
"2020-10-15T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,651,19758,7683,11909,7895,NA,932,129,126,146,NA,NA,15,7,180,86
"2020-10-15T12:15:00+02:00",DEUTSCHLAND,KINDER,333,4,1745,1030,488,907,NA,227,28,18,60,NA,NA,3,1,41,18
"2020-10-16T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,688,19800,7629,11898,7813,NA,932,134,125,142,NA,NA,18,7,183,89
"2020-10-16T12:15:00+02:00",DEUTSCHLAND,KINDER,333,2,1746,1028,489,906,NA,223,29,21,60,NA,NA,4,1,44,20
"2020-10-17T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,726,19518,7771,11882,7799,NA,921,133,134,147,NA,NA,15,7,205,84
"2020-10-17T12:15:00+02:00",DEUTSCHLAND,KINDER,331,5,1726,1039,483,894,NA,230,26,21,54,NA,NA,4,1,44,17
"2020-10-18T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,766,18969,8291,11875,8010,NA,919,128,139,149,NA,NA,12,7,205,82
"2020-10-18T12:15:00+02:00",DEUTSCHLAND,KINDER,330,3,1696,1064,471,909,NA,233,24,22,51,NA,NA,4,1,45,16
"2020-10-19T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1337,846,19030,8369,11925,8162,NA,928,125,140,144,NA,NA,14,7,200,81
"2020-10-19T12:15:00+02:00",DEUTSCHLAND,KINDER,331,5,1682,1072,478,937,NA,231,29,18,53,NA,NA,6,3,46,17
"2020-10-20T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1337,875,19566,7859,11888,7923,NA,933,130,135,139,NA,NA,15,7,198,81
"2020-10-20T12:15:00+02:00",DEUTSCHLAND,KINDER,330,4,1737,1011,476,912,NA,229,30,15,56,NA,NA,5,3,45,17
"2020-10-21T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,940,19698,7472,12069,7551,NA,912,144,140,139,NA,NA,19,7,222,80
"2020-10-21T12:15:00+02:00",DEUTSCHLAND,KINDER,330,3,1717,1006,462,897,NA,233,28,13,56,NA,NA,3,1,41,15
"2020-10-22T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,1025,19746,7188,12213,7251,NA,900,142,150,142,NA,NA,15,7,223,91
"2020-10-22T12:15:00+02:00",DEUTSCHLAND,KINDER,331,5,1727,996,470,883,NA,234,27,15,55,NA,NA,2,1,41,15
"2020-10-23T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,1116,19999,6768,12230,7009,NA,877,161,152,145,NA,NA,14,8,237,97
"2020-10-23T12:15:00+02:00",DEUTSCHLAND,KINDER,334,5,1737,1016,502,877,NA,228,33,19,54,NA,NA,3,1,48,17
"2020-10-24T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,1193,19700,6903,12275,6911,NA,847,167,166,155,NA,NA,16,8,259,109
"2020-10-24T12:15:00+02:00",DEUTSCHLAND,KINDER,334,7,1721,1034,492,894,NA,225,34,18,57,NA,NA,3,1,49,18
"2020-10-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,1286,19196,7354,12241,7018,NA,843,175,169,148,NA,NA,14,8,276,108
"2020-10-25T12:15:00+01:00",DEUTSCHLAND,KINDER,333,8,1712,1032,488,878,NA,229,32,19,53,NA,NA,4,1,48,20
"2020-10-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,1352,19313,7370,12217,7027,NA,873,159,163,140,NA,NA,15,9,260,98
"2020-10-26T12:15:00+01:00",DEUTSCHLAND,KINDER,333,8,1712,1033,481,865,NA,229,34,19,51,NA,NA,4,1,52,20
"2020-10-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,1462,19969,6686,12269,6667,NA,870,157,171,137,NA,NA,14,9,262,111
"2020-10-27T12:15:00+01:00",DEUTSCHLAND,KINDER,335,6,1749,995,512,856,NA,231,31,21,52,NA,NA,4,1,50,18
"2020-10-28T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1336,1563,20056,6533,12271,6539,NA,859,159,178,140,NA,NA,16,10,267,114
"2020-10-28T12:15:00+01:00",DEUTSCHLAND,KINDER,335,6,1734,1013,482,855,NA,232,33,19,51,NA,NA,4,1,50,20
"2020-10-29T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,1689,20054,6542,12278,6519,NA,845,176,175,139,NA,NA,15,9,281,109
"2020-10-29T12:15:00+01:00",DEUTSCHLAND,KINDER,334,7,1731,1012,469,854,NA,232,32,20,50,NA,NA,4,1,51,20
"2020-10-30T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,1832,19922,6567,12268,6503,NA,834,191,175,134,NA,NA,19,10,294,117
"2020-10-30T12:15:00+01:00",DEUTSCHLAND,KINDER,334,7,1759,973,465,836,NA,227,36,21,50,NA,NA,6,1,53,20
"2020-10-31T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,1935,19559,6765,12317,6465,NA,807,202,185,139,NA,NA,16,9,309,115
"2020-10-31T12:15:00+01:00",DEUTSCHLAND,KINDER,334,9,1747,961,470,827,NA,228,36,23,47,NA,NA,6,1,55,21
"2020-11-01T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2056,19206,7020,12325,6520,NA,795,207,195,136,NA,NA,16,8,322,113
"2020-11-01T12:15:00+01:00",DEUTSCHLAND,KINDER,333,5,1747,947,472,832,NA,228,37,22,46,NA,NA,6,1,55,20
"2020-11-02T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,2234,19192,6910,12401,6453,NA,796,204,195,139,NA,NA,15,8,321,125
"2020-11-02T12:15:00+01:00",DEUTSCHLAND,KINDER,334,9,1729,983,473,840,NA,221,43,24,46,NA,NA,6,1,62,21
"2020-11-03T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,2374,19762,6268,12283,6052,NA,793,211,194,136,NA,NA,15,9,334,121
"2020-11-03T12:15:00+01:00",DEUTSCHLAND,KINDER,333,6,1721,969,440,796,NA,220,39,24,50,NA,NA,6,1,59,22
"2020-11-04T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,2542,19952,6097,12285,5829,NA,799,211,197,130,NA,NA,15,9,322,127
"2020-11-04T12:15:00+01:00",DEUTSCHLAND,KINDER,335,4,1741,965,441,821,NA,223,36,24,52,NA,NA,6,1,58,25
"2020-11-05T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,2647,19989,5921,12275,5688,NA,792,222,191,132,NA,NA,19,9,330,125
"2020-11-05T12:15:00+01:00",DEUTSCHLAND,KINDER,334,6,1729,964,410,805,NA,218,42,23,51,NA,NA,6,1,62,25
"2020-11-06T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,2745,19785,6045,12149,5664,NA,779,216,208,134,NA,NA,20,8,341,134
"2020-11-06T12:15:00+01:00",DEUTSCHLAND,KINDER,336,8,1754,962,438,833,NA,221,40,25,50,NA,NA,6,1,61,24
"2020-11-07T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,2830,19548,6060,12117,5570,NA,770,208,214,146,NA,NA,22,7,345,128
"2020-11-07T12:15:00+01:00",DEUTSCHLAND,KINDER,336,9,1708,1004,415,821,NA,219,41,24,52,NA,NA,6,1,60,23
"2020-11-08T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,2897,19046,6481,12087,5820,NA,747,227,219,145,NA,NA,22,6,361,144
"2020-11-08T12:15:00+01:00",DEUTSCHLAND,KINDER,336,8,1703,1007,414,830,NA,219,40,24,53,NA,NA,8,1,59,24
"2020-11-09T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3001,19272,6434,12001,5823,NA,746,233,213,146,NA,NA,25,7,360,141
"2020-11-09T12:15:00+01:00",DEUTSCHLAND,KINDER,336,6,1695,1016,414,840,NA,221,41,22,52,NA,NA,8,1,57,23
"2020-11-10T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3053,19828,5829,12069,5534,NA,738,236,223,141,NA,NA,24,7,364,142
"2020-11-10T12:15:00+01:00",DEUTSCHLAND,KINDER,336,5,1748,974,422,835,NA,217,41,26,52,NA,NA,8,1,63,23
"2020-11-11T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3118,20054,5604,11979,5367,NA,740,234,216,148,NA,NA,23,6,371,141
"2020-11-11T12:15:00+01:00",DEUTSCHLAND,KINDER,337,6,1731,1003,417,833,NA,218,39,26,54,NA,NA,7,1,62,24
"2020-11-12T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3177,20192,5472,11960,5308,NA,735,241,218,146,NA,NA,28,7,378,143
"2020-11-12T12:15:00+01:00",DEUTSCHLAND,KINDER,336,8,1737,996,421,842,NA,218,42,25,51,NA,NA,6,1,61,22
"2020-11-13T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3289,20241,5268,11943,5273,NA,720,233,243,143,NA,NA,26,8,396,145
"2020-11-13T12:15:00+01:00",DEUTSCHLAND,KINDER,337,9,1706,999,425,829,NA,214,43,27,53,NA,NA,6,1,64,23
"2020-11-14T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3315,19947,5402,11921,5171,NA,692,254,242,150,NA,NA,26,7,410,153
"2020-11-14T12:15:00+01:00",DEUTSCHLAND,KINDER,337,9,1680,1018,430,832,NA,220,40,27,50,NA,NA,4,1,59,25
"2020-11-15T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3376,19575,5718,11864,5249,NA,683,254,247,155,NA,NA,23,6,411,156
"2020-11-15T12:15:00+01:00",DEUTSCHLAND,KINDER,337,9,1652,1045,428,849,NA,217,44,27,49,NA,NA,5,1,63,27
"2020-11-16T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3425,19664,5796,11798,5344,NA,694,250,242,153,NA,NA,20,6,402,152
"2020-11-16T12:15:00+01:00",DEUTSCHLAND,KINDER,337,10,1689,1018,424,854,NA,218,44,26,49,NA,NA,5,1,64,31
"2020-11-17T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3507,20150,5362,11741,5163,NA,704,236,251,148,NA,NA,22,7,396,147
"2020-11-17T12:15:00+01:00",DEUTSCHLAND,KINDER,337,10,1667,1029,427,855,NA,216,42,29,50,NA,NA,5,1,63,30
"2020-11-18T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3551,20337,5122,11716,5128,NA,695,248,245,151,NA,NA,24,6,406,149
"2020-11-18T12:15:00+01:00",DEUTSCHLAND,KINDER,339,10,1719,971,431,826,NA,222,42,29,46,NA,NA,5,1,60,32
"2020-11-19T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3581,20214,5170,11634,4929,NA,694,246,251,148,NA,NA,25,7,411,150
"2020-11-19T12:15:00+01:00",DEUTSCHLAND,KINDER,339,12,1724,971,422,826,NA,220,40,31,48,NA,NA,5,1,60,29
"2020-11-20T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3603,20301,5031,11680,4869,NA,678,254,257,149,NA,NA,29,7,418,147
"2020-11-20T12:15:00+01:00",DEUTSCHLAND,KINDER,341,12,1767,930,433,816,NA,223,41,31,46,NA,NA,5,1,63,28
"2020-11-21T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3621,20003,5120,11720,4834,NA,669,259,264,147,NA,NA,32,6,436,145
"2020-11-21T12:15:00+01:00",DEUTSCHLAND,KINDER,341,11,1744,940,425,821,NA,222,42,27,50,NA,NA,5,1,61,25
"2020-11-22T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3696,19568,5532,11738,5010,NA,666,251,280,142,NA,NA,32,7,452,149
"2020-11-22T12:15:00+01:00",DEUTSCHLAND,KINDER,341,13,1727,958,429,827,NA,220,42,27,52,NA,NA,5,1,61,24
"2020-11-23T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3726,19593,5530,11659,5031,NA,673,245,276,146,NA,NA,32,8,431,161
"2020-11-23T12:15:00+01:00",DEUTSCHLAND,KINDER,342,14,1740,968,425,845,NA,221,46,27,48,NA,NA,5,1,66,24
"2020-11-24T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3758,20198,4921,11586,4749,NA,656,260,277,147,NA,NA,28,7,436,174
"2020-11-24T12:15:00+01:00",DEUTSCHLAND,KINDER,342,9,1727,978,416,829,NA,218,53,24,47,NA,NA,4,1,66,26
"2020-11-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3769,20315,4754,11598,4567,NA,646,262,284,148,NA,NA,28,8,443,166
"2020-11-25T12:15:00+01:00",DEUTSCHLAND,KINDER,342,9,1729,964,415,846,NA,216,49,30,47,NA,NA,5,1,68,25
"2020-11-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3815,20390,4603,11572,4502,NA,642,257,295,146,NA,NA,28,7,460,166
"2020-11-26T12:15:00+01:00",DEUTSCHLAND,KINDER,341,11,1744,944,410,835,NA,215,49,32,45,NA,NA,5,1,68,28
"2020-11-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3846,20552,4364,11578,4306,NA,611,275,305,149,NA,NA,37,9,473,188
"2020-11-27T12:15:00+01:00",DEUTSCHLAND,KINDER,342,9,1753,934,423,835,NA,222,48,27,45,NA,NA,5,1,64,26
"2020-11-28T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3880,20174,4573,11581,4344,NA,605,287,304,143,NA,NA,31,10,498,179
"2020-11-28T12:15:00+01:00",DEUTSCHLAND,KINDER,342,8,1744,933,422,817,NA,223,45,29,45,NA,NA,6,1,62,25
"2020-11-29T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3891,19790,4908,11578,4499,NA,588,286,314,151,NA,NA,30,10,497,182
"2020-11-29T12:15:00+01:00",DEUTSCHLAND,KINDER,344,8,1746,952,428,838,NA,222,43,30,49,NA,NA,6,1,63,26
"2020-11-30T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3916,19878,4943,11526,4571,NA,596,279,315,148,NA,NA,30,9,493,183
"2020-11-30T12:15:00+01:00",DEUTSCHLAND,KINDER,345,10,1751,949,428,848,NA,217,44,32,52,NA,NA,7,1,66,25
"2020-12-01T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3912,20416,4463,11370,4319,NA,605,277,312,144,NA,NA,28,8,491,185
"2020-12-01T12:15:00+01:00",DEUTSCHLAND,KINDER,346,9,1750,970,429,858,NA,216,48,31,51,NA,NA,6,1,68,27
"2020-12-02T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3949,20507,4320,11364,4243,NA,591,274,325,148,NA,NA,29,10,498,195
"2020-12-02T12:15:00+01:00",DEUTSCHLAND,KINDER,345,9,1768,925,426,854,NA,220,44,32,49,NA,NA,6,1,66,29
"2020-12-03T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3971,20512,4291,11344,4219,NA,600,272,322,144,NA,NA,34,9,491,194
"2020-12-03T12:15:00+01:00",DEUTSCHLAND,KINDER,345,9,1775,907,431,820,NA,222,41,32,50,NA,NA,6,1,63,27
"2020-12-04T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,4001,20613,4110,11311,4100,NA,591,276,327,144,NA,NA,35,9,502,197
"2020-12-04T12:15:00+01:00",DEUTSCHLAND,KINDER,348,10,1812,886,433,805,NA,211,54,32,51,NA,NA,7,1,71,31
"2020-12-05T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,4038,20323,4168,11338,4027,NA,573,279,337,149,NA,NA,35,7,520,196
"2020-12-05T12:15:00+01:00",DEUTSCHLAND,KINDER,348,13,1777,921,429,808,2,214,47,32,55,NA,NA,6,1,67,29
"2020-12-06T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,4097,19890,4571,11344,4175,NA,570,273,348,147,NA,NA,36,7,513,209
"2020-12-06T12:15:00+01:00",DEUTSCHLAND,KINDER,348,11,1769,931,436,820,2,215,47,31,55,NA,NA,7,1,69,28
"2020-12-07T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,4167,20072,4490,11294,4208,NA,568,284,338,149,NA,NA,31,8,510,208
"2020-12-07T12:15:00+01:00",DEUTSCHLAND,KINDER,349,14,1770,936,438,828,2,218,50,30,51,NA,NA,7,1,70,29
"2020-12-08T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,4238,20527,3989,11180,4010,NA,548,293,350,149,NA,NA,34,10,530,209
